in.hand,Cleaned,use?,dispersule,seeds.per.disp,morphological unit,chemical unit,Species,species.alt,code,accept.code,family,group,nat.inv,year,germ.perc,dorm.perc,seed.mass.1000,tot.wgt.g,n.seeds,lat,long,ele.m,Location.Notes,orig.acc,site,ID,type,seedling.traits.ashley,mega.comp,microbe.rob,notes,
y,y,both,,1,seed,seed,Microsteris gracilis,Phlox gracilis,MICGRA,MIGR,Polemoniaceae,forb,native,2010,4,,,0.077713407,82,33.66523,-116.83192,756,,23090,CBG,CBG-23090,wild,,,,,
,n,,,,seed,seed,Microsteris gracilis,Phlox gracilis,MICGRA,MIGR,Polemoniaceae,forb,native,2019,,,,,,38.87142,-122.42754,658,,,MCL-EE,MCL-EE-43,wild,,,,only need 18,cabinet
y,y,both,,1,seed,seed,Minuartia douglasii,,MINDOU,MIDO3,Caryophyllaceae,forb,native,2016,,,,0.0627,200,38.87136945,-122.4275538,718,location approximate,,MCL-ML,MCL-ML-11,wild,,,,,
y,y,chem,,1,seed,seed,Minuartia douglasii,,MINDOU,MIDO3,Caryophyllaceae,forb,native,1996,,,,0.052492044,164,34.30845,-118.14186,832,,19145,CBG,CBG-19145,wild,,,,,
y,y,,,,,,Mohavea confertiflora,,MOHCON,MOCO,Plantaginaceae,forb,native,2005,17.2,,,0.0929,386,33.80944,-114.81722,83,,21640,CBG,CBG-21640,wild,,,,,
y,y,both,,1,seed,seed,Mohavea confertiflora,,MOHCON,MOCO,Plantaginaceae,forb,native,2011,48,,,0.10996542,600,33.6167,-115.91857,274,,23445,CBG,CBG-23445,wild,,,,,
y,y,both,,1,nutlet,nutlet,Monarda citriodora var. austromontana,,MONCITA,MOCIA,Lamiaceae,forb,native,2013,98,,0.4116,0.1762,200,31.4968,-110.68072,1420,,W6 48400,GRIN,GRIN-W6-48400,wild,,,,,
y,y,both,,1,nutlet,nutlet,Monardella breweri ssp. lanceolata,Monardella lanceolata var. lanceolata,MONBREL,MOLAL,Lamiaceae,forb,native,2003,96,,,0.252007441,600,34.17583,-116.87805,1890,,21261,CBG,CBG-21261,wild,,,,,
y,y,both,,1,achene,achene,Monolopia lanceolata,,MONLAN,MOLA3,Asteraceae,forb,native,2020,,,,0.2452,,,,,,,CP,CP-8a,wild,,,,Ray,
y,y,both,,1,achene,achene,Monolopia lanceolata,,MONLAN,MOLA3,Asteraceae,forb,native,2020,,,,0.177,,,,,,,CP,CP-8b,wild,,,,Disc,
y,y,,,,,,Monoptilon bellioides,,MONBEL,MOBE2,Asteraceae,forb,native,1998,88,,,0.0533,385,33.65655,-115.80227,457,,19953,CBG,CBG-19953,wild,,,,,
y,y,,,,,,Monoptilon bellioides,,MONBEL,MOBE2,Asteraceae,forb,native,2001,,,,0.0466,423.6,34.25205,-115.72051,699,,20685,CBG,CBG-20685,wild,,,,,
y,y,both,,1,achene + pappus,achene + pappus,Monoptilon bellioides,,MONBEL,MOBE2,Asteraceae,forb,native,2015,,,,0.1601,,32.22343277,-111.0102093,725,collection location estimate (tumamoc hill),,SD,SD-15,wild,,,,,
y,y,chem,,1,floret,floret,Muhlenbergia microsperma,,MUHMIC,MUMI,Poaceae,grass,native,1995,13.3,,,0.071997174,600,34.2293,-118.7115,546,,21971,CBG,CBG-21971,wild,,,,,
y,y,both,,1,floret,floret,Muhlenbergia microsperma,,MUHMIC,MUMI,Poaceae,grass,native,2001,48.8,,,0.0815,500,32.60843,-116.79552,623,,20891,CBG,CBG-20891,wild,,,,,
y,y,,,,,,Navarretia atractyloides,,NAVATR,NAAT,Polemoniaceae,forb,native,2003,98,,,0.1043529,600,33.63663,-117.04461,564,,21154,CBG,CBG-21154,wild,,,,,
y,y,both,,1,seed,seed,Navarretia atractyloides,,NAVATR,NAAT,Polemoniaceae,forb,native,2005,95,,,0.255003787,1500,34.11437,-117.71797,408,,21722,CBG,CBG-21722,wild,,,,,
y,y,both,,1,seed,seed,Navarretia hamata,,NAVHAM,NAHA2,Polemoniaceae,forb,native,2003,98,,,0.233692914,1900,33.44333,-117.14666,457,,21176,CBG,CBG-21176,wild,,,,,
,,,,,,,Navarretia jepsonii,,NAVJEP,NAJE,Polemoniaceae,forb,native,2019,,,,,,38.87078,-122.42722,,,,MCL-EE,MCL-EE-44,wild,,,,have another acc,
y,y,both,,1,seed,seed,Navarretia pubescens,,NAVPUB,NAPU2,Polemoniaceae,forb,native,2016,,,,0.2528,,38.87077946,-122.4272234,672,location approximate,,MCL-ML,MCL-ML-12,wild,,,,,
y,y,,,1,seed,seed,Navarretia pubescens,,NAVPUB,NAPU2,Polemoniaceae,forb,native,1996,69.4,,,0.075887245,59,34.12897,-118.81975,316,,22362,CBG,CBG-22362,wild,,,,,
y,y,both,,1,seed,seed,Nemacladus longiflorus var. breviflorus,,NEMLONB,NELOB,Campanulaceae,forb,native,1998,0,,,0.046,2300,33.96911,-116.65219,549,,19943,CBG,CBG-19943,wild,,,,not enough of this species for phosphorus,
y,y,morph,,1,seed,seed,Nemophila menziesii,,NEMMEN,NEME,Boraginaceae,forb,native,1998,5,,,0.127556541,136,34.3273,-117.27275,1067,,20049,CBG,CBG-20049,wild,,,,,
y,y,,,,,,Nemophila menziesii,,NEMMEN,NEME,Boraginaceae,forb,native,2001,6.1,,,0.101667897,82,33.78286,-117.37926,703,,20789,CBG,CBG-20789,wild,,,,,
y,y,chem,,1,seed,seed,Nemophila menziesii,,NEMMEN,NEME,Boraginaceae,forb,native,2020,92,,,,,34.31451204,-118.9662452,250,Rancho de los flores; cultivation site,,SS,SS-36,cultivated,,,x,,
y,y,,,,,,Nicotiana attenuata,,NICATT,NIAT,Solanaceae,forb,native,2009,80,,0.135,0.0135,100,33.90394444,-111.8188611,1010,,W6 37497,GRIN,GRIN-W6-37497,wild,,,,,
y,y,both,,1,achene + pappus,achene + pappus,Osmadenia tenella,,OSMTEN,OSTE,Asteraceae,forb,native,1997,,,,0.264004478,600,32.60803,-117.02069,91,,19718,CBG,CBG-19718,wild,,,,supposed to be heteromorphic,
y,y,both,,1,achene,achene,Oxytheca perfoliata,,OXYPER,OXPE2,Polygonaceae,forb,native,2003,48,,,0.1857,420,34.41666,-116.78333,293,,21161,CBG,CBG-21161,wild,,,,,
y,y,both,y,1,achene + pappus,achene,Palafoxia arida,,PALARI,PAAR8,Asteraceae,forb,native,2015,,,,0.0889,50,33.281305,-116.348812,181,use envelope 2,,DW,DW-16,wild,,,,"50 cleaned seeds + 70 dispersules, tot weight doesnt include the dispersules",
y,y,both,,1,achene,achene,Palafoxia arida var. arida,,PALARIA,PAARA2,Asteraceae,forb,native,2013,22,,,0.948731997,354,34.03047,-115.23333,396,,23620,CBG,CBG-23620,wild,,,,,
y,y,both,,1,caryopsis,caryopsis,Panicum hirticaule var. hirticaule,,PANHIRH,PAHIH,Poaceae,grass,native,2010,91,1,,0.36,400,31.91319,-110.9841,855,,PI 662287,GRIN,GRIN-PI-662287,wild,,,,,
y,y,both,,1,achene,achene,Pectis papposa var. papposa,,PECPAPP,PEPAP3,Asteraceae,forb,native,2012,12,,,0.164819277,600,34.093,-114.63977,347,,23524,CBG,CBG-23524,wild,,,,supposed to be heteromorphic,
y,y,both,,1,nutlet,nutlet,Pectocarya heterocarpa,,PECHET,PEHE,Boraginaceae,forb,native,2012,,,,0.17,,32.22343277,-111.0102093,725,collection location estimate (tumamoc hill); clean but needs to be separated into different morphs,,SD,SD-16a,wild,,,,Winged morph,
y,y,both,,1,nutlet,nutlet,Pectocarya heterocarpa,,PECHET,PEHE,Boraginaceae,forb,native,2012,,,,0.38,,32.22343277,-111.0102093,725,collection location estimate (tumamoc hill); clean but needs to be separated into different morphs,,SD,SD-16b,wild,,,,Long morph,
y,n,,,,,,Pectocarya heterocarpa,,PECHET,PEHE,Boraginaceae,forb,native,2015,,,,,,32.22343277,-111.0102093,725,collection location estimate (tumamoc hill),,SD,SD-17,wild,,,,,
y,y,both,,1,nutlet,nutlet,Pectocarya penicillata,,PECPEN,PEPE26,Boraginaceae,forb,native,2003,98,,,0.263998451,600,34.43305,-117.58658,1250,,21040,CBG,CBG-21040,wild,,,,,
y,y,both,,1,nutlet,nutlet,Pectocarya penicillata,,PECPEN,PEPE26,Boraginaceae,forb,native,2020,,,,0.0478,138,,,,,,CP,CP-19,wild,,,,,
y,y,,,,,,Pectocarya recurvata,,PECREC,PERE,Boraginaceae,forb,native,2003,54,,,0.095379899,159,33.86388,-117.00888,585,,21068,CBG,CBG-21068,wild,,,,,
y,y,,,,,,Pectocarya recurvata,,PECREC,PERE,Boraginaceae,forb,native,2004,94,,0.7892,0.07892,100,33.27222,-111.17611,733,,W6 30073,GRIN,GRIN-W6-30073,wild,,,,,
